"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Distributed AI-based Security for Massive Numbers of Network Slices in 5G & Beyond Mobile Systems","B. Chafika; T. Taleb; C. -T. Phan; C. Tselios; G. Tsolis",Aalto University; Aalto University; b< >com; Citrix Systems Inc.; Citrix Systems Inc.,"2021 Joint European Conference on Networks and Communications & 6G Summit (EuCNC/6G Summit)","28 Jul 2021","2021","","","401","406","The envisioned massive deployment of network slices in 5G and beyond mobile systems makes the shift towards zero-touch, scalable and secure slice lifecycle management a necessity. This is to harvest the benefits of network slicing in enabling profitable services. These benefits will not be attained without ensuring a high level security of the created network slices and the underlying infrastructure, above all in a zero-touch automated fashion. In this vein, this paper presents the architecture of an innovative network slicing security orchestration framework, being developed within the EU H2020 MonB5G project. The framework leverages the potential of Security as a Service (SECaaS) and Artificial Intelligence (AI) to foster fully-distributed, autonomic and fine-grained management of network slicing security from the node level to the end-to-end and inter-slice levels.","2575-4912","978-1-6654-1526-2","10.1109/EuCNC/6GSummit51104.2021.9482418","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9482418","","6G mobile communication;5G mobile communication;Network slicing;Veins;Scalability;Security;Artificial intelligence","5G mobile communication;artificial intelligence;telecommunication computing;telecommunication networks;telecommunication security","distributed AI-based security;innovative network slicing security orchestration framework;network slices;high level security;secure slice lifecycle management;mobile systems;massive numbers;inter-slice levels;EU H2020 MonB5G project","","","","14","","28 Jul 2021","","","IEEE","IEEE Conferences"
"Self‐Managed 5G Networks1","J. Martín‐Pérez; L. Magoula; K. Antevski; C. Guimarães; J. Baranda; C. Fabiana Chiasserini; A. Sgambelluri; C. Papagianni; A. García‐Saavedra; R. Martínez; F. Paolucci; S. Barmpounakis; L. Valcarenghi; C. EttoreCasetti; X. Li; C. J. Bernardos; D. D. Vleeschauwer; K. De Schepper; P. Kontopoulos; N. Koursioumpas; C. Puligheddu; J. Mangues‐Bafalluy; E. Zeydan",NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,"Communication Networks and Service Management in the Era of Artificial Intelligence and Machine Learning","","2021","","","69","100","Meeting 5G high bandwidth rates, ultra‐low latencies, and high reliabilities requires of network infrastructures that automatically increase/decrease the resources based on their customers' demand.An autonomous and dynamic management of a 5G network infrastructure represents a challenge, as any solution must account for the radio access network, data plane traffic, wavelength allocation, network slicing, and network functions' orchestration. Furthermore, federation among administrative domains (ADs) must be considered in the network management. Given the increased dynamicity of 5G networks, artificial intelligence/machine learning (AI/ML) solutions are strong candidates able to learn, and take quick provisioning decisions upon fast changes in network conditions. Therefore, this chapter presents an analysis of the state‐of‐the‐art solutions for 5G networks' management, where AI/ML solutions are discussed and compared with traditional methods. Additionally, the chapter provides a technology overview of both standards, and existing solutions regarding the 5G network management, and directions toward the integration of AI/ML in 5G networks.","","9781119675440","10.1002/9781119675525.ch4","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9536281.pdf&bkn=9536223&pdfType=chapter","","5G mobile communication;Electronic healthcare;Radio access networks;Network function virtualization;3GPP;Virtualization;Streaming media","","","","","","","","13 Sep 2021","","","IEEE","Wiley-IEEE Press eBook Chapters"
"Index","",,"Next Generation Internet of Things Distributed Intelligence at the Edge and Human Machine-to-Machine Cooperation","","2018","","","321","326","This book provides an overview of the next generation Internet of Things (IoT), ranging from research, innovation, development priorities, to enabling technologies in a global context. It is intended as a standalone in a series covering the activities of the Internet of Things European Research Cluster (IERC), including research, technological innovation, validation, and deployment. The following chapters build on the ideas put forward by the European Research Cluster, the IoT European Platform Initiative (IoT–EPI), the IoT European Large-Scale Pilots Programme and the IoT European Security and Privacy Projects, presenting global views and state-of-the-art results regarding the next generation of IoT research, innovation, development, and deployment. The IoT and Industrial Internet of Things (IIoT) are evolving towards the next generation of Tactile IoT/IIoT, bringing together hyperconnectivity (5G and beyond), edge computing, Distributed Ledger Technologies (DLTs), virtual/ andaugmented reality (VR/AR), and artificial intelligence (AI) transformation. Following the wider adoption of consumer IoT, the next generation of IoT/IIoT innovation for business is driven by industries, addressing interoperability issues and providing new end-to-end security solutions to face continuous treats. The advances of AI technology in vision, speech recognition, natural language processing and dialog are enabling the development of end-to-end intelligent systems encapsulating multiple technologies, delivering services in real-time using limited resources. These developments are focusing on designing and delivering embedded and hierarchical AI solutions in IoT/IIoT, edge computing, using distributed architectures, DLTs platforms and distributed end-to-end security, which provide real-time decisions using less data and computational resources, while accessing each type of resource in a way that enhances the accuracy and performance of models in the various IoT/IIoT applications. The convergence and combination of IoT, AI and other related technologies to derive insights, decisions and revenue from sensor data provide new business models and sources of monetization. Meanwhile, scalable, IoT-enabled applications have become part of larger business objectives, enabling digital transformation with a focus on new services and applications. Serving the next generation of Tactile IoT/IIoT real-time use cases over 5G and Network Slicing technology is essential for consumer and industrial applications and support reducing operational costs, increasing efficiency and leveraging additional capabilities for real-time autonomous systems. New IoT distributed architectures, combined with system-level architectures for edge/fog computing, are evolving IoT platforms, including AI and DLTs, with embedded intelligence into the hyperconnectivity infrastructure. The next generation of IoT/IIoT technologies are highly transformational, enabling innovation at scale, and autonomous decision-making in various application domains such as healthcare, smart homes, smart buildings, smart cities, energy, agriculture, transportation and autonomous vehicles, the military, logistics and supply chain, retail and wholesale, manufacturing, mining and oil and gas.","","9788770220071","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9226901.pdf&bkn=9218824&pdfType=chapter","","","","","","","","","","20 Oct 2020","","","River Publishers","River eBook Chapters"
"1 IoT EU Strategy, State of Play and Future Perspectives","",,"Next Generation Internet of Things Distributed Intelligence at the Edge and Human Machine-to-Machine Cooperation","","2018","","","1","8","This book provides an overview of the next generation Internet of Things (IoT), ranging from research, innovation, development priorities, to enabling technologies in a global context. It is intended as a standalone in a series covering the activities of the Internet of Things European Research Cluster (IERC), including research, technological innovation, validation, and deployment. The following chapters build on the ideas put forward by the European Research Cluster, the IoT European Platform Initiative (IoT–EPI), the IoT European Large-Scale Pilots Programme and the IoT European Security and Privacy Projects, presenting global views and state-of-the-art results regarding the next generation of IoT research, innovation, development, and deployment. The IoT and Industrial Internet of Things (IIoT) are evolving towards the next generation of Tactile IoT/IIoT, bringing together hyperconnectivity (5G and beyond), edge computing, Distributed Ledger Technologies (DLTs), virtual/ andaugmented reality (VR/AR), and artificial intelligence (AI) transformation. Following the wider adoption of consumer IoT, the next generation of IoT/IIoT innovation for business is driven by industries, addressing interoperability issues and providing new end-to-end security solutions to face continuous treats. The advances of AI technology in vision, speech recognition, natural language processing and dialog are enabling the development of end-to-end intelligent systems encapsulating multiple technologies, delivering services in real-time using limited resources. These developments are focusing on designing and delivering embedded and hierarchical AI solutions in IoT/IIoT, edge computing, using distributed architectures, DLTs platforms and distributed end-to-end security, which provide real-time decisions using less data and computational resources, while accessing each type of resource in a way that enhances the accuracy and performance of models in the various IoT/IIoT applications. The convergence and combination of IoT, AI and other related technologies to derive insights, decisions and revenue from sensor data provide new business models and sources of monetization. Meanwhile, scalable, IoT-enabled applications have become part of larger business objectives, enabling digital transformation with a focus on new services and applications. Serving the next generation of Tactile IoT/IIoT real-time use cases over 5G and Network Slicing technology is essential for consumer and industrial applications and support reducing operational costs, increasing efficiency and leveraging additional capabilities for real-time autonomous systems. New IoT distributed architectures, combined with system-level architectures for edge/fog computing, are evolving IoT platforms, including AI and DLTs, with embedded intelligence into the hyperconnectivity infrastructure. The next generation of IoT/IIoT technologies are highly transformational, enabling innovation at scale, and autonomous decision-making in various application domains such as healthcare, smart homes, smart buildings, smart cities, energy, agriculture, transportation and autonomous vehicles, the military, logistics and supply chain, retail and wholesale, manufacturing, mining and oil and gas.","","9788770220071","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9226883.pdf&bkn=9218824&pdfType=chapter","","","","","","","","","","20 Oct 2020","","","River Publishers","River eBook Chapters"
"AI in 5G Networks: Challenges and Use Cases","S. Lange; S. Schwarzmann; M. Gajić; T. Zinner; F. A. Kraemer",NA; NA; NA; NA; NA,"Communication Networks and Service Management in the Era of Artificial Intelligence and Machine Learning","","2021","","","101","122","To support heterogeneous network services with strict requirements for various performance characteristics, 5G networks leverage network softwarization and virtualization paradigms such as software defined networking (SDN), network functions virtualization (NFV), and network slicing. The resulting architecture features a high degree of complexity with numerous interfaces to achieve additional goals like programmability, automation, service‐awareness, and resource efficiency. Recent advances in the domain of Machine Learning (ML) and Artificial Intelligence (AI) make mechanisms from these domains promising candidates to cope with the complexity regarding the management and orchestration (MANO) of physical and virtual network resources as well as to translate technical Quality of Service (QoS) parameters into user‐centric Quality of Experience (QoE) information.In this chapter, we discuss where and how ML and AI techniques can be applied in the 5G ecosystem. We cover three representative case studies focusing on QoE assessment, deployment of Virtualized Network Functions (VNFs), and slice management. Furthermore, we point out general and use case‐specific requirements and challenges, and derive guidelines for operators who plan to deploy such mechanisms in their network.","","9781119675440","10.1002/9781119675525.ch5","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9536366.pdf&bkn=9536223&pdfType=chapter","","Quality of experience;Monitoring;5G mobile communication;Task analysis;Software defined networking;Reinforcement learning;Measurement","","","","","","","","13 Sep 2021","","","IEEE","Wiley-IEEE Press eBook Chapters"
"Optimal and Fast Real-Time Resource Slicing With Deep Dueling Neural Networks","N. Van Huynh; D. Thai Hoang; D. N. Nguyen; E. Dutkiewicz","School of Electrical and Data Engineering, University of Technology Sydney, Broadway, NSW, Australia; School of Electrical and Data Engineering, University of Technology Sydney, Broadway, NSW, Australia; School of Electrical and Data Engineering, University of Technology Sydney, Broadway, NSW, Australia; School of Electrical and Data Engineering, University of Technology Sydney, Broadway, NSW, Australia","IEEE Journal on Selected Areas in Communications","15 May 2019","2019","37","6","1455","1470","Effective network slicing requires an infrastructure/network provider to deal with the uncertain demands and real-time dynamics of the network resource requests. Another challenge is the combinatorial optimization of numerous resources, e.g., radio, computing, and storage. This paper develops an optimal and fast real-time resource slicing framework that maximizes the long-term return of the network provider while taking into account the uncertainty of resource demands from tenants. Specifically, we first propose a novel system model that enables the network provider to effectively slice various types of resources to different classes of users under separate virtual slices. We then capture the real-time arrival of slice requests by a semi-Markov decision process. To obtain the optimal resource allocation policy under the dynamics of slicing requests, e.g., uncertain service time and resource demands, a Q-learning algorithm is often adopted in the literature. However, such an algorithm is notorious for its slow convergence, especially for problems with large state/action spaces. This makes Q-learning practically inapplicable to our case, in which multiple resources are simultaneously optimized. To tackle it, we propose a novel network slicing approach with an advanced deep learning architecture, called deep dueling, that attains the optimal average reward much faster than the conventional Q-learning algorithm. This property is especially desirable to cope with the real-time resource requests and the dynamic demands of the users. Extensive simulations show that the proposed framework yields up to 40% higher long-term average return while being few thousand times faster, compared with the state-of-the-art network slicing approaches.","1558-0008","","10.1109/JSAC.2019.2904371","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8666109","Network slicing;MDP;Q-learning;deep reinforcement learning;deep dueling;resource allocation","Network slicing;Resource management;Dynamic scheduling;Real-time systems;Uncertainty;Heuristic algorithms;Neural networks","learning (artificial intelligence);Markov processes;neural nets;optimisation;resource allocation;virtualisation","deep dueling neural networks;network resource requests;combinatorial optimization;resource demands;semiMarkov decision process;optimal resource allocation policy;uncertain service time;optimal average reward;real-time resource requests;network provider;virtual slices;Q-learning algorithm;optimal resource slicing framework;network slicing approach;deep learning architecture","","27","","49","IEEE","12 Mar 2019","","","IEEE","IEEE Journals"
"Network Slicing: Recent Advances, Taxonomy, Requirements, and Open Research Challenges","L. U. Khan; I. Yaqoob; N. H. Tran; Z. Han; C. S. Hong","Department of Computer Science & Engineering, Kyung Hee University, Yongin, South Korea; Department of Computer Science & Engineering, Kyung Hee University, Yongin, South Korea; School of Computer Science, The University of Sydney, Sydney, NSW, Australia; Department of Computer Science & Engineering, Kyung Hee University, Yongin, South Korea; Department of Computer Science & Engineering, Kyung Hee University, Yongin, South Korea","IEEE Access","27 Feb 2020","2020","8","","36009","36028","Fifth-generation (5G) and beyond networks are envisioned to provide multi-services with diverse specifications. Network slicing is identified as a key enabling technology to enable 5G networks with multi-services. Network slicing allows a transition from a network-as-an-infrastructure setup to a network-as-a-service to enable numerous 5G smart services with diverse requirements. Although several surveys and tutorials have discussed network slicing in detail, there is no comprehensive study discussing the taxonomy and requirements of network slicing. In this paper, we present and investigate key recent advances of network slicing towards enabling several Internet of Things (IoT) smart applications. A taxonomy is devised for network slicing using different parameters: key design principles, enablers, slicing resources levels, service function chaining schemes, physical infrastructures, and security. Furthermore, we discuss key requirements for network slicing to enable smart services. Finally, we present several open research challenges along with possible guidelines for network slicing.","2169-3536","","10.1109/ACCESS.2020.2975072","National Research Foundation of Korea; Korean Government (MSIT)(grant numbers:NRF-2017R1A2A2A05000995); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9003208","5G;6G;network slicing;software-defined networking;network function virtualization;Internet of Things","Network slicing;Taxonomy;5G mobile communication;Internet of Things;Security;Network function virtualization;Cloud computing","5G mobile communication;Internet of Things;quality of service;resource allocation;telecommunication security;virtualisation","network slicing;fifth-generation networks;5G networks;network-as-an-infrastructure setup;5G smart services;Internet of Things;IoT smart applications;slicing resource levels;service function chaining schemes;physical infrastructures","","18","","106","CCBY","19 Feb 2020","","","IEEE","IEEE Journals"
"2 Future Trends in IoT","",,"Next Generation Internet of Things Distributed Intelligence at the Edge and Human Machine-to-Machine Cooperation","","2018","","","9","18","This book provides an overview of the next generation Internet of Things (IoT), ranging from research, innovation, development priorities, to enabling technologies in a global context. It is intended as a standalone in a series covering the activities of the Internet of Things European Research Cluster (IERC), including research, technological innovation, validation, and deployment. The following chapters build on the ideas put forward by the European Research Cluster, the IoT European Platform Initiative (IoT–EPI), the IoT European Large-Scale Pilots Programme and the IoT European Security and Privacy Projects, presenting global views and state-of-the-art results regarding the next generation of IoT research, innovation, development, and deployment. The IoT and Industrial Internet of Things (IIoT) are evolving towards the next generation of Tactile IoT/IIoT, bringing together hyperconnectivity (5G and beyond), edge computing, Distributed Ledger Technologies (DLTs), virtual/ andaugmented reality (VR/AR), and artificial intelligence (AI) transformation. Following the wider adoption of consumer IoT, the next generation of IoT/IIoT innovation for business is driven by industries, addressing interoperability issues and providing new end-to-end security solutions to face continuous treats. The advances of AI technology in vision, speech recognition, natural language processing and dialog are enabling the development of end-to-end intelligent systems encapsulating multiple technologies, delivering services in real-time using limited resources. These developments are focusing on designing and delivering embedded and hierarchical AI solutions in IoT/IIoT, edge computing, using distributed architectures, DLTs platforms and distributed end-to-end security, which provide real-time decisions using less data and computational resources, while accessing each type of resource in a way that enhances the accuracy and performance of models in the various IoT/IIoT applications. The convergence and combination of IoT, AI and other related technologies to derive insights, decisions and revenue from sensor data provide new business models and sources of monetization. Meanwhile, scalable, IoT-enabled applications have become part of larger business objectives, enabling digital transformation with a focus on new services and applications. Serving the next generation of Tactile IoT/IIoT real-time use cases over 5G and Network Slicing technology is essential for consumer and industrial applications and support reducing operational costs, increasing efficiency and leveraging additional capabilities for real-time autonomous systems. New IoT distributed architectures, combined with system-level architectures for edge/fog computing, are evolving IoT platforms, including AI and DLTs, with embedded intelligence into the hyperconnectivity infrastructure. The next generation of IoT/IIoT technologies are highly transformational, enabling innovation at scale, and autonomous decision-making in various application domains such as healthcare, smart homes, smart buildings, smart cities, energy, agriculture, transportation and autonomous vehicles, the military, logistics and supply chain, retail and wholesale, manufacturing, mining and oil and gas.","","9788770220071","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9226884.pdf&bkn=9218824&pdfType=chapter","","","","","","","","","","20 Oct 2020","","","River Publishers","River eBook Chapters"
"Next Generation Internet of Things Distributed Intelligence at the Edge and Human Machine-to-Machine Cooperation","",,"Next Generation Internet of Things Distributed Intelligence at the Edge and Human Machine-to-Machine Cooperation","","2018","","","i","xxiv","This book provides an overview of the next generation Internet of Things (IoT), ranging from research, innovation, development priorities, to enabling technologies in a global context. It is intended as a standalone in a series covering the activities of the Internet of Things European Research Cluster (IERC), including research, technological innovation, validation, and deployment. The following chapters build on the ideas put forward by the European Research Cluster, the IoT European Platform Initiative (IoT–EPI), the IoT European Large-Scale Pilots Programme and the IoT European Security and Privacy Projects, presenting global views and state-of-the-art results regarding the next generation of IoT research, innovation, development, and deployment. The IoT and Industrial Internet of Things (IIoT) are evolving towards the next generation of Tactile IoT/IIoT, bringing together hyperconnectivity (5G and beyond), edge computing, Distributed Ledger Technologies (DLTs), virtual/ andaugmented reality (VR/AR), and artificial intelligence (AI) transformation. Following the wider adoption of consumer IoT, the next generation of IoT/IIoT innovation for business is driven by industries, addressing interoperability issues and providing new end-to-end security solutions to face continuous treats. The advances of AI technology in vision, speech recognition, natural language processing and dialog are enabling the development of end-to-end intelligent systems encapsulating multiple technologies, delivering services in real-time using limited resources. These developments are focusing on designing and delivering embedded and hierarchical AI solutions in IoT/IIoT, edge computing, using distributed architectures, DLTs platforms and distributed end-to-end security, which provide real-time decisions using less data and computational resources, while accessing each type of resource in a way that enhances the accuracy and performance of models in the various IoT/IIoT applications. The convergence and combination of IoT, AI and other related technologies to derive insights, decisions and revenue from sensor data provide new business models and sources of monetization. Meanwhile, scalable, IoT-enabled applications have become part of larger business objectives, enabling digital transformation with a focus on new services and applications. Serving the next generation of Tactile IoT/IIoT real-time use cases over 5G and Network Slicing technology is essential for consumer and industrial applications and support reducing operational costs, increasing efficiency and leveraging additional capabilities for real-time autonomous systems. New IoT distributed architectures, combined with system-level architectures for edge/fog computing, are evolving IoT platforms, including AI and DLTs, with embedded intelligence into the hyperconnectivity infrastructure. The next generation of IoT/IIoT technologies are highly transformational, enabling innovation at scale, and autonomous decision-making in various application domains such as healthcare, smart homes, smart buildings, smart cities, energy, agriculture, transportation and autonomous vehicles, the military, logistics and supply chain, retail and wholesale, manufacturing, mining and oil and gas.","","9788770220071","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9226798.pdf&bkn=9218824&pdfType=chapter","","","","","","","","","","20 Oct 2020","","","River Publishers","River eBook Chapters"
"Adversarial Machine Learning for 5G Communications Security","Y. E. Sagduyu; T. Erpek; Y. Shi",NA; NA; NA,"Game Theory and Machine Learning for Cyber Security","","2021","","","270","288","Machine learning provides automated means to capture complex dynamics of wireless spectrum and support better understanding of spectrum resources and their efficient utilization. As communication systems become smarter with cognitive radio capabilities empowered by machine learning to perform critical tasks such as spectrum awareness and spectrum sharing, they also become susceptible to new vulnerabilities due to the attacks that target the machine learning applications. This chapter identifies the emerging attack surface of adversarial machine learning and corresponding attacks launched against wireless communications in the context of 5G systems. The focus is on attacks against (i) spectrum sharing of 5G communications with incumbent users such as in the Citizens Broadband Radio Service (CBRS) band and (ii) physical layer authentication of 5G User Equipment (UE) to support network slicing. For the first attack, the adversary transmits during data transmission or spectrum sensing periods to manipulate the signal‐level inputs to the deep learning classifier that is deployed at the Environmental Sensing Capability (ESC) to support the 5G system. For the second attack, the adversary spoofs wireless signals with the generative adversarial network (GAN) to infiltrate the physical layer authentication mechanism based on a deep learning classifier that is deployed at the 5G base station. Results indicate major vulnerabilities of 5G systems to adversarial machine learning. To sustain the 5G system operations in the presence of adversaries, a defense mechanism is presented to increase the uncertainty of the adversary in training the surrogate model used for launching its subsequent attacks.","","9781119723912","10.1002/9781119723950.ch14","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9536303.pdf&bkn=9536219&pdfType=chapter","","Machine learning algorithms;5G mobile communication;Machine learning;Wireless communication;Wireless sensor networks;Training data;Sensors","","","","","","","","13 Sep 2021","","","IEEE","Wiley-IEEE Press eBook Chapters"
"Mobility Management Architecture in Different RATs Based Network Slicing","A. S. D. Alfoudi; M. Dighriri; A. Otebolaku; R. Pereira; G. M. Lee","Dept. of Comput. Sci., Liverpool John Moores Univ., Liverpool, UK; Dept. of Comput. Sci., Liverpool John Moores Univ., Liverpool, UK; Dept. of Comput. Sci., Liverpool John Moores Univ., Liverpool, UK; Dept. of Comput. Sci., Liverpool John Moores Univ., Liverpool, UK; Dept. of Comput. Sci., Liverpool John Moores Univ., Liverpool, UK","2018 32nd International Conference on Advanced Information Networking and Applications Workshops (WAINA)","23 Jul 2018","2018","","","270","274","Network slicing is an architectural solution that enables the future 5G network to offer a high data traffic capacity and efficient network connectivity. Moreover, software defined network (SDN) and network functions virtualization (NFV) empower this architecture to visualize the physical network resources. The network slicing identified as a multiple logical network, where each network slice dedicates as an end-to-end network and works independently with other slices on a common physical network resources. Most user devices have more than one smart wireless interfaces to connect to different radio access technologies (RATs) such as WiFi and LTE, thereby network operators utilize this facility to offload mobile data traffic. Therefore, it is important to enable a network slicing to manage different RATs on the same logical network as a way to mitigate the spectrum scarcity problem and enables a slice to control its users' mobility across different access networks. In this paper, we propose a mobility management architecture based network slicing where each slice manages its users across heterogeneous radio access technologies such as WiFi, LTE and 5G networks. In this architecture, each slice has a different mobility demands and these demands are governed by a network slice configuration and service characteristics. Therefore, our mobility management architecture follows a modular approach where each slice has individual module to handle the mobility demands and enforce the slice policy for mobility management. The advantages of applying our proposed architecture include: i) Sharing network resources between different network slices; ii) creating logical platform to unify different RATs resources and allowing all slices to share them; iii) satisfying slice mobility demands.","","978-1-5386-5395-1","10.1109/WAINA.2018.00097","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8418082","5G Network;Network slicing;Long Term Evolution (LTE);WiFi;Software Defined Networking (SDN);Network Function Virtualization (NFV);Mobility Management;IP Flow;Data offloading","Wireless fidelity;Long Term Evolution;Computer architecture;Network slicing;5G mobile communication;Quality of service;Bandwidth","5G mobile communication;mobility management (mobile radio);radio access networks;resource allocation;software defined networking;telecommunication traffic;virtualisation","mobility management architecture;efficient network connectivity;software defined network;multiple logical network;network slice dedicates;end-to-end network;common physical network resources;network operators;network slice configuration;service characteristics;RAT based network slicing;spectrum scarcity problem mitigation;heterogeneous radio access technologies","","3","","12","","23 Jul 2018","","","IEEE","IEEE Conferences"
"Blockchain based Data Sharing for User Experience Driven Slice SLA Guarantee","K. Wang; B. Yang; L. Su; Y. Hu","China Mobile Research & Institute,Beijing 10053,China; China Mobile Research & Institute,Beijing 10053,China; China Mobile Research & Institute,Beijing 10053,China; China Mobile Research & Institute,Beijing 10053,China","2021 International Conference on Service Science (ICSS)","26 Jul 2021","2021","","","7","13","In 5G network, NWDAF (network data analysis function) carries out intelligent modeling based on user experience data and network parameters to support SLA (Service Level Agreement) guarantee. In order to ensure the generalization and long-term applicability of the AI (artificial intelligence) model, network slicing data sharing among multiple parties is needed to help build effective and comprehensive modeling data collection and improve the quality of AI modeling and SLA guarantee with advantage of lower network cost. Based on this, the paper proposes a solution of slice data sharing within the alliance based on blockchain for user experience-driven slice SLA guarantee. The network slicing related data required for NWDAF modeling is provided to and maintained in the blockchain by alliance members. This matches the relationship between 5G stakeholders and helps to improve the authenticity, integrity, privacy and quality of shared data, so as to support NWDAF to train AI model efficiently and accurately, and then improve SLA guarantee level of network slice. The paper also carries out experimental design and optimization direction analysis.","","978-1-6654-4045-5","10.1109/ICSS53362.2021.00010","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9492210","blockchain;5G network slicing;network data analysis function;user experience driven slice SLA guarantee;data sharing","Data analysis;5G mobile communication;Network slicing;Data models;User experience;Blockchains;Stakeholders","5G mobile communication;artificial intelligence;blockchains;contracts;data analysis;data privacy;neural nets;quality of service","network data analysis function;intelligent modeling;user experience data;network parameters;long-term applicability;network slicing data;effective data collection;comprehensive modeling data collection;AI modeling;lower network cost;slice data;blockchain;user experience-driven slice SLA guarantee;NWDAF modeling;shared data;AI model;SLA guarantee level;network slice;data sharing;user experience driven slice SLA guarantee","","","","14","","26 Jul 2021","","","IEEE","IEEE Conferences"
"Benefits of using 5G Network Slicing to implement Vehicle-to-Everything (V2X) technology","I. Šeremet; S. Čaušević","Communication Technology, Faculty for traffic and communication, Sarajevo, Bosna I Hercegovina; Communication Technology, Faculty for traffic and communication, Sarajevo, Bosna I Hercegovina","2019 18th International Symposium INFOTEH-JAHORINA (INFOTEH)","20 May 2019","2019","","","1","6","This paper presents an overview of V2X technology where 4G and 5G network slicing is applied. Network slicing enables multiple logical slice networks to be created over one physical network, where each slice can individually be managed and configured depending on different needs related to bandwidth, latency, privacy, QoS parameters etc. Using network slicing in V2X increases the possibility of creating smart and secure traffic where all information in traffic circulates flawlessly. V2X network slicing can be applied over cellular networks in 4G with LTE-A, but the arrival of 5G V2X network slicing will bring major improvements. The aim of this paper is to describe advantages of using 5G network slicing V2X in relation to 4G network slicing V2X.","","978-1-5386-7073-6","10.1109/INFOTEH.2019.8717780","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8717780","5G;Network Slicing;V2X","Network slicing;Vehicle-to-everything;5G mobile communication;Long Term Evolution;Bandwidth;Virtualization;Base stations","4G mobile communication;5G mobile communication;cellular radio;Long Term Evolution;quality of service;telecommunication traffic;traffic engineering computing","cellular networks;5G network slicing;4G network slicing;physical network;multiple logical slice networks;V2X network slicing","","1","","33","","20 May 2019","","","IEEE","IEEE Conferences"
"Managing Virtualized Networks and Services with Machine Learning","R. Boutaba; N. Shahriar; M. A. Salahuddin; N. Limam",NA; NA; NA; NA,"Communication Networks and Service Management in the Era of Artificial Intelligence and Machine Learning","","2021","","","33","68","Virtualization is instigating a paradigm shift in the networking industry, to keep up with emerging application's quality of service requirements, massive growth in traffic volume, and to reduce capital and operational expenditures. Network virtualization coupled with function virtualization enables network providers to offer on‐demand virtualized networks and services. Network slicing goes a step further by facilitating a new business model, namely Network‐as‐a‐Service, to offer dedicated and customized network slices (i.e. partitions of physical infrastructure) to multiple tenants, while ensuring proper isolation. However, this shift introduces new challenges for network providers and calls for intelligent and automated management. Artificial intelligence and machine learning are considered as enablers for the automated deployment and management of virtualized networks and services. This chapter exposes the state‐of‐the‐art research that leverages artificial intelligence and machine learning to address complex problems in deploying and managing virtualized networks and services. It also delineates open, prominent research challenges and opportunities to realize automated management of virtualized networks and services.","","9781119675440","10.1002/9781119675525.ch3","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9536285.pdf&bkn=9536223&pdfType=chapter","","Servers;Hardware;Virtualization;Virtual private networks;Network slicing;Network function virtualization;Computer industry","","","","","","","","13 Sep 2021","","","IEEE","Wiley-IEEE Press eBook Chapters"
