"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Dynamic Allocation of 5G Transport Network Slice Bandwidth Based on LSTM Traffic Prediction","S. Xiao; W. Chen","School of Information Science & Technology, DongHua University, Shanghai, 201620, China; School of Information Science & Technology, DongHua University, Shanghai, 201620, China","2018 IEEE 9th International Conference on Software Engineering and Service Science (ICSESS)","10 Mar 2019","2018","","","735","739","5G networks will be characterized by the extremely wide bandwidth that will be available to the user. A more flexible transmission network is necessary to support the demand generated by the access network to continuously increase network bandwidth. Transport network slicing will be a promising technology to address those challenges. In this paper, we focused on the dynamic resource allocation problem of bandwidth in transport network slices. We introduce a novel LSTM -based traffic-predict dynamic transport network slicing framework (LSTM-TPDTNS). Our approach consists of two phases: the traffic prediction phase and the bandwidth configuration phase. For the first phase, we use long and short memory models to predict traffic. For the second phase, we model our problem as a fractional knapsack problem, and we use greedy algorithms to find approximate solutions. Dynamic allocation of resources to services of different priorities can be realized, thereby improving the service quality and user experience of the entire system.","2327-0594","978-1-5386-6565-7","10.1109/ICSESS.2018.8663796","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8663796","Traffic prediction;Bandwidth allocation;Network slicing;Transport networks","Bandwidth;Resource management;Dynamic scheduling;Heuristic algorithms;5G mobile communication;Network slicing;Predictive models","5G mobile communication;approximation theory;bandwidth allocation;greedy algorithms;knapsack problems;resource allocation;telecommunication traffic","traffic prediction phase;bandwidth configuration phase;LSTM traffic prediction;extremely wide bandwidth;flexible transmission network;access network;network bandwidth;dynamic resource allocation problem;LSTM-TPDTNS;dynamic 5G transport network slice bandwidth allocation;LSTM-based traffic-predict dynamic transport network slicing framework;fractional knapsack problem;greedy algorithms;service quality;user experience","","6","","14","","10 Mar 2019","","","IEEE","IEEE Conferences"
"Deep Reinforcement Learning based Handoff Algorithm in End-to-End Network Slicing Enabling HetNets","F. Yang; W. Wu; X. Wang; Y. Zhang; P. Si","Beijing University of Technology,Faculty of Information Technology,Beijing,P.R. China; Beijing University of Technology,Faculty of Information Technology,Beijing,P.R. China; Beijing University of Technology,Faculty of Information Technology,Beijing,P.R. China; Beijing University of Technology,Faculty of Information Technology,Beijing,P.R. China; Beijing University of Technology,Faculty of Information Technology,Beijing,P.R. China","2021 IEEE Wireless Communications and Networking Conference (WCNC)","5 May 2021","2021","","","1","7","End-to-end network slicing, as a key technology in 5G and B5G mobile communication systems, is to enable traditional wireless networks to support different services in vertical industries. In a heterogeneous cellular network (HetNets) with network slicing functions, due to the dense deployment of base stations (BSs) and the mobility of user equipments (UEs), dynamically switching network slices (NSs) is necessary for better system performance. This paper models the handoff problem of end-to-end NS as a Markov decision process (MDP) maximizing the utility related to the UE's profit of being served, the handoff cost and the outage penalty. Both the states of the radio access network resources and the core network resources of each end-to-end NS are considered. The deep reinforcement learning (DRL) is adopted as the solution, and a double deep Q network (DQN) based NS handoff algorithm is designed. Numerical results confirm the convergence of the DQN used to make handoff decisions and show that compared with typical handoff algorithms, the algorithm we proposed performs the best from the aspect of the cumulative reward designed in this paper.","1558-2612","978-1-7281-9505-6","10.1109/WCNC49053.2021.9417502","Natural Science Foundation of Beijing Municipality; National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9417502","","Training;Network slicing;Wireless networks;System performance;Simulation;Reinforcement learning;Switches","cellular radio;learning (artificial intelligence);Markov processes;mobile communication;mobility management (mobile radio);radio access networks;telecommunication network reliability","network slicing functions;end-to-end NS;radio access network resources;core network resources;deep reinforcement learning;double deep Q network based NS;end-to-end network slicing;traditional wireless networks;heterogeneous cellular network","","","","17","","5 May 2021","","","IEEE","IEEE Conferences"
"5G Network Slice Configuration Based on Smart Grid","W. Zheng; D. Chen; J. Duan; H. Xu; W. Qian; L. Gu; J. Yao","State Grid Jiaxing Electric Power Supply Company,Jiaxing,China; State Grid Jiaxing Electric Power Supply Company,Jiaxing,China; State Grid Jiaxing Electric Power Supply Company,Jiaxing,China; State Grid Tongxiang Electric Power Supply Company,Jiaxing,China; State Grid Tongxiang Electric Power Supply Company,Jiaxing,China; State Grid Tongxiang Electric Power Supply Company,Jiaxing,China; Global Energy Interconnection Research Institute Co., Ltd,Nanjing,China","2021 IEEE 4th Advanced Information Management, Communicates, Electronic and Automation Control Conference (IMCEC)","19 Jul 2021","2021","4","","560","564","The construction of a strong and smart grid is inseparable from the advancement of the power system, and the effective application of modern communication technologies allows the traditional grid to better transform into the energy Internet. With the advent of 5G, people pay close attention to the application of network slicing, not only as an emerging technology, but also as a new business model. In this article, we consider the delay requirements of certain services in the power grid. First, we analyze the security issues in network slicing and model the 5G core network slicing supply as a mixed integer linear programming problem. On this basis, a heuristic algorithm is proposed. According to the topological properties, resource utilization and delay of the slice nodes, the importance of them is sorted using the VIKOR method. In the slice link configuration stage, the shortest path algorithm is used to obtain the slice link physical path. Considering the delay of the slice link, a strategy for selecting the physical path is proposed. Simulations show that the scheme and algorithm proposed in this paper can achieve a high slice configuration success rate while ensuring the end-to-end delay requirements of the business, and meet the 5G core network slice security requirements.","2693-2776","978-1-7281-8535-4","10.1109/IMCEC51613.2021.9481999","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9481999","smart grid;5G technology;network slice security;slice configuration","5G mobile communication;Network slicing;Transforms;Delays;Smart grids;Mixed integer linear programming;Internet","","","","","","9","","19 Jul 2021","","","IEEE","IEEE Conferences"
"Low-complexity Dynamic Resource Slicing for Mixed Traffics in Virtualized Radio Access Network","G. Sun; S. S. R. Adolphe; D. Ayepah-Mensah","School of Computer Science and Engineering, University of Electronic Science and Technology of China; School of Computer Science and Engineering, University of Electronic Science and Technology of China; School of Computer Science and Engineering, University of Electronic Science and Technology of China","2018 IEEE 43rd Conference on Local Computer Networks (LCN)","10 Feb 2019","2018","","","425","428","In this paper, we investigate dynamic network slicing strategies with mixed traffics and multiple base stations in virtualized radio access network. Considering versatile user's QoS requirements on delay and rate, low complexity resource slicing algorithms and shape-based heuristic algorithm for user resource customization are devised in order to improve resource utilization and QoS satisfaction. To validate the advantage, a system-level simulation based on the 5G air interface design is conducted. Results show performances of the proposed algorithm outperform existing benchmarks.","0742-1303","978-1-5386-4413-3","10.1109/LCN.2018.8638089","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8638089","Network slicing;resource provisioning;resource allocation;user association;5G","Resource management;Quality of service;Heuristic algorithms;Delays;Dynamic scheduling;5G mobile communication;Bandwidth","5G mobile communication;quality of service;radio access networks;resource allocation;telecommunication traffic;virtualisation","system-level simulation;5G air interface design;low complexity resource slicing algorithms;versatile user QoS requirements;low-complexity dynamic resource slicing strategy;resource utilization;user resource customization;shape-based heuristic algorithm;multiple base stations;virtualized radio access network;mixed traffics","","1","","6","","10 Feb 2019","","","IEEE","IEEE Conferences"
"Dynamic Radio Resource Slicing for a Two-Tier Heterogeneous Wireless Network","Q. Ye; W. Zhuang; S. Zhang; A. Jin; X. Shen; X. Li","Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada; Huawei Technologies Canada Inc., Ottawa, ON, Canada","IEEE Transactions on Vehicular Technology","15 Oct 2018","2018","67","10","9896","9910","In this paper, a dynamic radio resource slicing framework is presented for a two-tier heterogeneous wireless network. Through software-defined networking-enabled wireless network function virtualization, radio spectrum resources of heterogeneous wireless networks are partitioned into different bandwidth slices for different base stations (BSs). This framework facilitates spectrum sharing among heterogeneous BSs and achieves differentiated quality-of-service (QoS) provisioning for data service and machine-to-machine service in the presence of network load dynamics. To determine the set of optimal bandwidth slicing ratios and optimal BS-device association patterns, a network utility maximization problem is formulated with the consideration of different traffic statistics and QoS requirements, location distribution for end devices, varying device locations, load conditions in each cell, and intercell interference. For tractability, the optimization problem is transformed to a biconcave maximization problem. An alternative concave search (ACS) algorithm is then designed to solve for a set of partial optimal solutions. Simulation results verify the convergence property and display low complexity of the ACS algorithm. It is demonstrated that the proposed radio resource slicing framework outperforms the two other resource slicing schemes in terms of low communication overhead, high spectrum utilization, and high aggregate network utility.","1939-9359","","10.1109/TVT.2018.2859740","Huawei Technologies Canada; Natural Sciences and Engineering Research Council (NSERC) of Canada; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8419289","5G;heterogeneous wireless networks;NFV;SDN;radio resource slicing;spectrum sharing;data and M2M services;resource utilization;differentiated QoS guarantee","Quality of service;Bandwidth;Wireless networks;Resource management;Machine-to-machine communications;Network function virtualization","cellular radio;concave programming;quality of service;radio spectrum management;radiofrequency interference;resource allocation;search problems;software defined networking;statistical analysis;telecommunication computing;telecommunication traffic;virtualisation","two-tier heterogeneous wireless network;dynamic radio resource slicing framework;wireless network function virtualization;radio spectrum resources;machine-to-machine service;network load dynamics;optimal bandwidth slicing ratios;optimal BS-device association patterns;network utility maximization problem;base stations;traffic statistics;heterogeneous BS;alternative concave search;ACS algorithm;biconcave maximization problem;spectrum sharing;network function virtualization;software-defined networking;quality-of-service;intercell interference","","55","","35","","25 Jul 2018","","","IEEE","IEEE Journals"
"Dynamic Virtual Resource Allocation for 5G and Beyond Network Slicing","F. Song; J. Li; C. Ma; Y. Zhang; L. Shi; D. N. K. Jayakody","School of Electronic and Optical Engineering, Nanjing University of Science Technology, Nanjing, China; School of Electronic and Optical Engineering, Nanjing University of Science Technology, Nanjing, China; School of Electronic and Optical Engineering, Nanjing University of Science Technology, Nanjing, China; School of Electronic and Optical Engineering, Nanjing University of Science Technology, Nanjing, China; Science and Math Cluster, Singapore University of Technology and Design, Singapore, Singapore; School of Computer Science and Robotics, National Research Tomsk Polytechnic University, Tomsk, Russia","IEEE Open Journal of Vehicular Technology","9 Jun 2020","2020","1","","215","226","The fifth generation and beyond wireless communication will support vastly heterogeneous services and user demands such as massive connection, low latency and high transmission rate. Network slicing has been envisaged as an efficient technology to meet these diverse demands. In this paper, we propose a dynamic virtual resources allocation scheme based on the radio access network (RAN) slicing for uplink communications to ensure the quality-of-service (QoS). To maximum the weighted-sum transmission rate performance under delay constraint, formulate a joint optimization problem of subchannel allocation and power control as an infinite-horizon average-reward constrained Markov decision process (CMDP) problem. Based on the equivalent Bellman equation, the optimal control policy is first derived by the value iteration algorithm. However, the optimal policy suffers from the widely known curse-of-dimensionality problem. To address this problem, the linear value function approximation (approximate dynamic programming) is adopted. Then, the subchannel allocation Q-factor is decomposed into the per-slice Q-factor. Furthermore, the Q-factor and Lagrangian multipliers are updated by the use of an online stochastic learning algorithm. Finally, simulation results reveal that the proposed algorithm can meet the delay requirements and improve the user transmission rate compared with baseline schemes.","2644-1330","","10.1109/OJVT.2020.2990072","National Key R&D Program(grant numbers:2018YFB1004800); National Natural Science Foundation of China(grant numbers:61727802,61872184); Fundamental Research Funds for the Central Universities of China(grant numbers:30920021127); State Key Laboratory of Integrated Services Networks, Xidian University(grant numbers:ISN19-06); National Research Tomsk Polytechnic University; Russian Foundation Basic Research(grant numbers:19-37-90037,19-37-90105); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9078057","Network slicing;RAN slicing;constrained Markov decision process (CMDP);resource allocation","Resource management;Network slicing;Wireless communication;Quality of service;Dynamic scheduling;5G mobile communication;Heuristic algorithms","5G mobile communication;function approximation;infinite horizon;learning (artificial intelligence);Markov processes;multi-access systems;optimal control;optimisation;power control;quality of service;radio access networks;resource allocation;stochastic processes;telecommunication computing;telecommunication control","fifth generation communication;QoS;constrained Markov decision process;Bellman equation;Lagrangian multiplier;user transmission rate;per-slice Q-factor;dynamic programming;linear value function approximation;curse-of-dimensionality problem;optimal policy suffers;optimal control policy;equivalent Bellman equation;infinite-horizon average-reward constrained Markov decision process problem;power control;subchannel allocation;joint optimization problem;delay constraint;weighted-sum transmission rate performance;quality-of-service;uplink communications;radio access network;dynamic virtual resources allocation scheme;high transmission rate;massive connection;heterogeneous services;wireless communication;network slicing;dynamic virtual resource allocation","","5","","33","CCBY","24 Apr 2020","","","IEEE","IEEE Journals"
"Dynamic Network Slicing in Fog Computing for Mobile Users in MobFogSim","D. Gonçalves; C. Puliafito; E. Mingozzi; O. Rana; L. Bittencourt; E. Madeira","University of Campinas,Institute of Computing,Brazil; University of Pisa,Department of Information Engineering,Italy; University of Pisa,Department of Information Engineering,Italy; Cardiff University,School of Computer Science and Informatics,UK; University of Campinas,Institute of Computing,Brazil; University of Campinas,Institute of Computing,Brazil","2020 IEEE/ACM 13th International Conference on Utility and Cloud Computing (UCC)","30 Dec 2020","2020","","","237","246","Fog computing provides resources and services in proximity to users. To achieve latency and throughput requirements of mobile users, it may be useful to migrate fog services in accordance with user movement - a scenario referred to as follow me cloud. The frequency of migration can be adapted based on the mobility pattern of a user. In such a scenario, the fog computing infrastructure should simultaneously accommodate users with different characteristics, both in terms of mobility (e.g., route and speed) and Quality of Service requirements (e.g., latency, throughput, and reliability). Migration performance may be improved by leveraging ""network slicing"", a capability available in Software Defined Networks with Network Function Virtualisation. In this work, we describe how we extended our simulator, called MobFogSim, to support dynamic network slicing and describe how MobFogSim can be used for capacity planning and service management for such mobile fog services. Moreover, we report an experimental evaluation of how dynamic network slicing impacts on container migration to support mobile users in a fog environment. Results show that dynamic network slicing can improve resource utilisation and migration performance in the fog.","","978-0-7381-2394-3","10.1109/UCC48980.2020.00042","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9302826","Network Slicing;Fog Computing;Internet of Things;Mobility;Container Migration;Follow Me Cloud;Simulator;MobFogSim","Network slicing;Containers;Edge computing;Cloud computing;Data centers;Computational modeling;Throughput","cloud computing;mobile computing;quality of service;resource allocation;software defined networking;virtualisation","dynamic network slicing;mobile users;MobFogSim;throughput requirements;migrate fog services;user movement;mobility pattern;fog computing infrastructure;service requirements;migration performance;leveraging network;network function virtualisation;service management;mobile fog services;fog environment;software defined networks","","","","22","","30 Dec 2020","","","IEEE","IEEE Conferences"
"Dynamic Network Slicing for LoRaWAN","S. Dawaliby; A. Bradai; Y. Pousset; R. Riggio","XLIM Laboratory, University of Poitiers, Poitiers, France; XLIM Laboratory, University of Poitiers, Poitiers, France; XLIM Laboratory, University of Poitiers, Poitiers, France; FBK CREATE-NET, Trento, Italy","2018 14th International Conference on Network and Service Management (CNSM)","23 Dec 2018","2018","","","134","142","One of the most important novelty in 5G is network slicing proposed as a collection of logical network functions for services running on a common physical device. In an Internet of Things (IoT) context, network resources need to be efficiently reserved and assigned for IoT devices in an isolated manner to handle and support specific Quality of Service (QoS) requirements for each slice. The focus of this paper is to investigate network slicing in LoRa network and propose a dynamic inter-slicing algorithm based on a maximum likelihood estimation that avoids resource starvation and prioritizes a slice over another depending on its QoS requirements. Moreover, we place the emphasis on a novel intra-slicing strategy that maximizes resource allocation efficiency of LoRa slices with regard to their delay requirements. After integrating an energy module for LoRa in NS3, simulation results performed in realistic LoRa scenarios highlight the utility of our dynamic network slicing proposition in providing isolation between slices with specific QoS guarantees.","2165-963X","978-3-9031-7614-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8584980","Internet of Things (IoT);LoRa;resource allocation;dynamic;network slicing","Quality of service;Network slicing;5G mobile communication;Heuristic algorithms;Resource management;Logic gates;Delays","5G mobile communication;Internet of Things;maximum likelihood estimation;quality of service;resource allocation;wide area networks","logical network functions;network resources;IoT devices;LoRa network;dynamic inter-slicing algorithm;resource starvation;QoS requirements;novel intra-slicing strategy;resource allocation efficiency;LoRa slices;dynamic network slicing proposition;quality of service requirements","","","","24","","23 Dec 2018","","","IEEE","IEEE Conferences"
"Flexible Resource Block Allocation to Multiple Slices for Radio Access Network Slicing Using Deep Reinforcement Learning","Y. Abiko; T. Saito; D. Ikeda; K. Ohta; T. Mizuno; H. Mineno","Graduate School of Integrated Science and Technology, Shizuoka University, Hamamatsu, Japan; Research Laboratories, NTT DOCOMO, Inc., Yokosuka, Japan; Research Laboratories, NTT DOCOMO, Inc., Yokosuka, Japan; Research Laboratories, NTT DOCOMO, Inc., Yokosuka, Japan; Faculty of Information Science, Aichi Institute of Technology, Toyota, Japan; Graduate School of Integrated Science and Technology, Shizuoka University, Hamamatsu, Japan","IEEE Access","20 Apr 2020","2020","8","","68183","68198","In the fifth-generation of mobile communications, network slicing is used to provide an optimal network for various services as a slice. In this paper, we propose a radio access network (RAN) slicing method that flexibly allocates RAN resources using deep reinforcement learning (DRL). In RANs, the number of slices controlled by a base station fluctuates in terms of user ingress and egress from the base station coverage area and service switching on the respective sets of user equipment. Therefore, when resource allocation depends on the number of slices, resources cannot be allocated when the number of slices changes. We consider a method that makes optimal-resource allocation independent of the number of slices. Resource allocation is optimized using DRL, which learns the best action for a state through trial and error. To achieve independence from the number of slices, we show a design for a model that manages resources on a one-slice-by-one-agent basis using Ape-X, which is a DRL method. In Ape-X, because agents can be employed in parallel, models that learn various environments can be generated through trial and error of multiple environments. In addition, we design a model that satisfies the slicing requirements without over-allocating resources. Based on this design, it is possible to optimally allocate resources independently of the number of slices by changing the number of agents. In the evaluation, we test multiple scenarios and show that the mean satisfaction of the slice requirements is approximately 97%.","2169-3536","","10.1109/ACCESS.2020.2986050","Japan Society for the Promotion of Science(grant numbers:17H01730); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9057705","Deep reinforcement learning;network slicing;RAN slicing;resource management","Resource management;5G mobile communication;Radio access networks;Machine learning;Scalability;Network slicing","5G mobile communication;learning (artificial intelligence);neural nets;radio access networks;resource allocation;telecommunication computing;telecommunication network management;telecommunication switching","flexible resource block allocation;deep reinforcement learning;radio access network slicing method;RAN resources;optimal-resource allocation;one-slice-by-one-agent basis;fifth-generation mobile communications;RAN slicing method;Ape-X","","7","","34","CCBY","6 Apr 2020","","","IEEE","IEEE Journals"
"Latency-Aware Dynamic Resource Allocation Scheme for Multi-Tier 5G Network: A Network Slicing-Multitenancy Scenario","S. O. Oladejo; O. E. Falowo","Department of Electrical Engineering, University of Cape Town, Rondebosch, South Africa; Department of Electrical Engineering, University of Cape Town, Rondebosch, South Africa","IEEE Access","30 Apr 2020","2020","8","","74834","74852","In 5G slice networks, the multi-tenant, multi-tier heterogeneous network will be critical in meeting the quality of service (QoS) requirement of the different slice use cases and in reduction of the capital expenditure (CAPEX) and operational expenditure (OPEX) of mobile network operators. Hence, 5G slice networks should be as flexible as possible to accommodate different network dynamics such as user location and distribution, different slice use case QoS requirements, cell load, intra-cluster interference, delay bound, packet loss probability, and service level agreement (SLA) of mobile virtual network operators (MVNO). Motivated by this condition, this paper addresses a latency-aware dynamic resource allocation problem for 5G slice networks in a multi-tenant, multi-tier heterogeneous environment, for efficient radio resource management. The latency-aware dynamic resource allocation problem is formulated as a maximum utility optimisation problem. The optimisation problem is transformed and the hierarchical decomposition technique is adopted to reduce the complexities in solving the optimisation problem. Furthermore, we propose a genetic algorithm (GA) intelligent latency-aware resource allocation scheme (GI-LARE). We compare GI-LARE with the static slicing (SS) resource allocation; the spatial branch and bound-based scheme; and, an optimal resource allocation algorithm (ORA) via Monte Carlo simulation. Our findings reveal that GI-LARE outperformed these other schemes.","2169-3536","","10.1109/ACCESS.2020.2988710","National Research Foundation, South Africa and Telkom, South Africa; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9072146","Network slicing;multi-tier;multi-tenancy;resource allocation","Resource management;5G mobile communication;Dynamic scheduling;Vehicle dynamics;Quality of service;Optimization;Network slicing","5G mobile communication;cellular radio;contracts;genetic algorithms;Monte Carlo methods;probability;quality of service;radiofrequency interference;resource allocation;tree searching","MVNO;efficient radio resource management;maximum utility optimisation problem;hierarchical decomposition technique;genetic algorithm;intelligent latency-aware dynamic resource allocation scheme;GI-LARE;patial branch and bound-based scheme;Monte Carlo simulation;SLA;service level agreement;packet loss probability;delay bound;intra-cluster interference;cell load;OPEX;CAPEX;capital expenditure;network slicing-multitenancy scenario;multitier 5G network;optimal resource allocation algorithm;static slicing resource allocation;latency-aware resource allocation scheme;optimisation problem;multitier heterogeneous environment;mobile virtual network operators;QoS requirements;network dynamics;mobile network operators;operational expenditure;quality of service requirement;multitenant multitier heterogeneous network;5G slice networks","","7","","64","CCBY","20 Apr 2020","","","IEEE","IEEE Journals"
"A Survey on 5G Network Slicing Enabling the Smart Grid","X. xia; L. Zhang; C. Mei; J. Li; x. Zhu; Y. Liang; J. Song","China Telecom Guangzhou Research Institute; China Telecom Guangzhou Research Institute; China Telecom Guangzhou Research Institute; China Telecom Guangzhou Research Institute; China Telecom Guangzhou Research Institute; Global Energy Interconnection Research Institute Co., Ltd., China; IHS Markit Technology","2019 IEEE 25th International Conference on Parallel and Distributed Systems (ICPADS)","30 Jan 2020","2019","","","911","916","In recent years, the State Grid Corporation of China (SGCC) has been building a strong smart grid to improve the security level of the power grid. By implementing the Internet+ strategy, the SGCC comprehensively improves the informatization and intelligence of the power grid and fully utilizes modern information communication technologies and control technologies. Network slicing is not only a technology but also a new business model, which has attracted broad interest of researchers. Base on above background, in this paper, several typical user cases for smart grid are introduced firstly. In addition, we present the E2E business models and steps to implement network slicing for operators. Besides, the Total Cost of Ownership (TCO) and Return on Investment (ROI) of Network Slicing are also analyzed in Smart Grids for Operators.","1521-9097","978-1-7281-2583-1","10.1109/ICPADS47876.2019.00134","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8975875","Smart Grid, Network slicing, Business Model, TCO, ROI","","5G mobile communication;cost-benefit analysis;Internet;investment;smart power grids","return on investment;total cost of ownership;E2E business model;control technologies;modern information communication technologies;SGCC comprehensively;power grid;state grid corporation;5G network slicing","","4","","12","","30 Jan 2020","","","IEEE","IEEE Conferences"
"Latency-Aware Dynamic Resource Allocation Scheme for 5G Heterogeneous Network: A Network Slicing-Multitenancy Scenario","S. O. Oladejo; O. E. Falowo","University of Cape Town,Department of Electrical Engineering,Cape Town,South Africa; University of Cape Town,Department of Electrical Engineering,Cape Town,South Africa","2019 International Conference on Wireless and Mobile Computing, Networking and Communications (WiMob)","5 Dec 2019","2019","","","1","7","In 5G Slice Networks, the multi-tenant multi-tier heterogeneous network will be critical in meeting the Quality of Service (QoS) requirement of the different slice use cases; Capital Expenditure (CAPEX) and Operational Expenditure (OPEX) reduction for mobile network operators. Hence, the 5G slice networks should be as flexible as possible to accommodate the different network dynamics such as of user location and distribution, different slice use case QoS requirement, cell load, intra-cluster interference and Mobile Virtual Network Operators (MVNOs) Service Level Agreement (SLA). Motivated by this, this paper addresses a latency-aware dynamic resource allocation problem for 5G Slice Networks in a multi-tenant multi-tier heterogeneous environment, for efficient radio resource allocation. The latency-aware dynamic resource allocation problem is formulated as a maximum utility optimisation problem. The optimisation problem is transformed and the hierarchical decomposition technique is adopted to reduce the complexities in solving the optimisation problem. Furthermore, we proposed a Genetic Algorithm (GA) Intelligent Latency-Aware Resource Allocation scheme (GI-LARE). Our findings have been obtained by extensive Monte Carlo numerical simulations and comparisons were carried out with the static allocation scheme and a branch and bound method. The genetic algorithm schemes out perform the static scheme.","2160-4894","978-1-7281-3316-4","10.1109/WiMOB.2019.8923397","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8923397","Multi-tenancy;Network Slicing;Heterogeneous Network;Genetic Algorithm;Resource Allocation","Resource management;Heterogeneous networks;5G mobile communication;Network slicing;Bandwidth;Quality of service;Base stations","5G mobile communication;genetic algorithms;mobile computing;Monte Carlo methods;quality of service;resource allocation;virtualisation","latency-aware dynamic resource allocation problem;5G Slice Networks;multitenant multitier heterogeneous environment;efficient radio resource allocation;optimisation problem;Genetic Algorithm Intelligent Latency-Aware Resource Allocation scheme;Latency-Aware dynamic Resource Allocation scheme;5G heterogeneous Network;Network slicing-multitenancy scenario;multitenant multitier heterogeneous network;different slice use cases;Operational Expenditure reduction;mobile network operators;5G slice networks;different network dynamics;different slice use case QoS requirement;Mobile Virtual Network Operators Service Level Agreement","","2","","13","","5 Dec 2019","","","IEEE","IEEE Conferences"
"Research on intelligent logic design and application of campus MMTC scene based on 5G slicing technology","L. Tong; C. Zhang; R. Huang","Faculty of Education Beijing Normal University, Beijing 100875, China; Wuhan University of Technology, Wuhan 430070, China; Faculty of Education Beijing Normal University, Beijing 100875, China","China Communications","23 Aug 2021","2021","18","8","307","315","A consensus has been reached that 5G network slicing technology is becoming increasingly important in EMBB, MMTC and URLLC. However, this technology still has a long way to go in education industry. By selecting four types of demands in campus MMTC scenarios as specific application references, this research explores the architectural relationship between network slicing layer, intelligent terminal layer and application capability layer. Besides, emphasis has been put on the influences that virtual logic network design technology, isolation technology and standard technology has on application experiences. Under such goal, a two-dimensional route has been proposed to deploy network slicing technology based on the concept of full life cycle and the synergistic effect that AI algorithms has on slicing technology. This research is expected to nurture slicing technology, not only its technology chain, but more importantly, facilitate its value chain and large-scale vertical industry applications.","1673-5447","","10.23919/JCC.2021.08.022","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9521183","5G slicing technology;MMTC;AI","5G mobile communication;Education;Network slicing;Massive machine type communications;Artificial intelligence;Industries;Access control","","","","","","","","23 Aug 2021","","","IEEE","IEEE Magazines"
