"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Statistical Federated Learning for Beyond 5G SLA-Constrained RAN Slicing","H. Chergui; L. Blanco; C. Verikoukis","CTTC, Barcelona, Spain. (e-mail: chergui@ieee.org); CTTC, Barcelona, Spain.; CTTC, Barcelona, Spain.","IEEE Transactions on Wireless Communications","","2021","PP","99","1","1","A key enabler for both scalability and sustainability in beyond 5G (B5G) network slicing consists on minimizing the exchange of raw monitoring data across different domains. This is achieved by bringing the analysis functions closer to the data collection points. To this end, we introduce in this paper statistical federated learning (SFL) provisioning models that can learn over a live network non independent identically distributed (non-IID) datasets in an offline fashion while respecting slice-level service level agreement (SLA) long-term statistical constraints. Specifically, we consider three resource SLA metrics, namely, cumulative distribution function (CDF), Q-th percentile and maximum/minimum bounds. These metrics are dataset-dependent and non-convex non-differentiable and, to sidestep the inaccuracy of settling only for surrogates, we propose a novel formulation that jointly considers the statistical objective and constraints as well as their smooth approximation using the proxy-Lagrangian framework, which we solve via a non-zero sum two-player game strategy. Numerical results on various slice-level resources show that SFL enables SLA enforcement while significantly reducing the overhead compared to both state-of-the-art FedAvg and centralized constrained deep learning schemes. Finally, we provide an analysis for the lower bound of the so-called reliable convergence probability in the SFL setup.","1558-2248","","10.1109/TWC.2021.3109377","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9534716","B5G;cloud-RAN;dynamic slicing;game theory;proxy-Lagrangian;resource allocation;SLA;statistical federated learning;violation rate","Service level agreements;Resource management;Wireless communication;Network slicing;Collaborative work;5G mobile communication;Convergence","","","","","","","IEEE","9 Sep 2021","","","IEEE","IEEE Early Access Articles"
"Actor-Critic-Based Learning for Zero-touch Joint Resource and Energy Control in Network Slicing","F. Rezazadeh; H. Chergui; L. Christofi; C. Verikoukis","Telecommunications Technological Center of Catalonia (CTTC),Barcelona,Spain; Telecommunications Technological Center of Catalonia (CTTC),Barcelona,Spain; eBOS Technologies Ltd,Lakatamia,Cyprus; Telecommunications Technological Center of Catalonia (CTTC),Barcelona,Spain","ICC 2021 - IEEE International Conference on Communications","6 Aug 2021","2021","","","1","6","To harness the full potential of beyond 5G (B5G) communication systems, zero-touch network slicing (NS) is viewed as a promising fully-automated management and orchestration (MANO) system. This paper proposes a novel knowledge plane (KP)-based MANO framework that accommodates and exploits recent NS technologies and is termed KB5G. Specifically, we deliberate on algorithmic innovation and artificial intelligence (AI) in KB5G. We invoke a continuous model-free deep reinforcement learning (DRL) method to minimize energy consumption and virtual network function (VNF) instantiation cost. We present a novel Actor-Critic-based NS approach to stabilize learning called, twin-delayed double-Q soft Actor-Critic (TDSAC) method. The TDSAC enables central unit (CU) to learn continuously to accumulate the knowledge learned in the past to minimize future NS costs. Finally, we present numerical results to showcase the gain of the adopted approach and verify the performance in terms of energy consumption, CPU utilization, and time efficiency.","1938-1883","978-1-7281-7122-7","10.1109/ICC42927.2021.9500265","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9500265","Actor-Critic;AI;B5G;energy efficiency;knowledge plane;network slicing;resource allocation;zero-touch","Energy consumption;Technological innovation;Communication systems;5G mobile communication;Network slicing;Conferences;Knowledge based systems","","","","","","28","","6 Aug 2021","","","IEEE","IEEE Conferences"
"On Radio Access Network Slicing from a Radio Resource Management Perspective","O. Sallent; J. Perez-Romero; R. Ferrus; R. Agusti","Univ. Politec. de Catalunya, Barcelona, Spain; Dept. of Signal Theor. & Commun., Univ. Politec. de Catalunya, Barcelona, Spain; Univ. Politec. de Catalunya, Barcelona, Spain; Univ. Politec. de Madrid, Madrid, Spain","IEEE Wireless Communications","27 Oct 2017","2017","24","5","166","174","Network slicing is a fundamental capability for future 5G networks to properly support current and envisioned future application scenarios. Network slicing facilitates a cost-effective deployment and operation of multiple logical networks over a common physical network infrastructure such that each network is customized to best serve the needs of specific applications (e.g., mobile broadband, Internet of Things applications) and/or communications service providers (e.g., special purpose service providers for different sectors such as public safety, utilities, smart city, and automobiles). Slicing a RAN becomes particularly challenging due to the inherently shared nature of the radio channel and the potential influence that any transmitter may have on any receiver. In this respect, this article analyzes the RAN slicing problem in a multi-cell network in relation to the RRM functionalities that can be used as a support for splitting the radio resources among the RAN slices. Four different RAN slicing approaches are presented and compared from different perspectives, such as the granularity in the assignment of radio resources and the degrees of isolation and customization.","1558-0687","","10.1109/MWC.2017.1600220WC","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7891795","","Resource management;5G mobile communication;Planning;Interference;Computer architecture;Communication channels","5G mobile communication;cellular radio;radio access networks;radio spectrum management;resource allocation;telecommunication services;wireless channels","radio access network;radio resource management perspective;network slicing;future 5G networks;future application scenarios;multiple logical networks;common physical network infrastructure;communications service providers;special purpose service providers;radio channel;RAN slicing problem;multicell network;RRM functionalities;RAN slicing approaches","","60","","15","","4 Apr 2017","","","IEEE","IEEE Magazines"
"Blockchain-Empowered Framework for Decentralized Network Management in 6G","T. Maksymyuk; J. Gazda; M. Volosin; G. Bugar; D. Horvath; M. Klymash; M. Dohler","Telecommun. Dept., Lviv Polytech. Nat. Univ., Lviv, Ukraine; Tech. Univ. of Kosice, Kosice, Slovakia; Tech. Univ. of Kosice, Kosice, Slovakia; Fac. of Electr. Eng. & Inf., Tech. Univ. of Kosice, Kosice, Slovakia; Centre for Interdiscipl. Biosci., P.J. Safarik Univ. in Kosice, Kosice, Slovakia; Telecommun. Dept., Lviv Polytech. Nat. Univ., Lviv, Ukraine; King's Coll. London, London, UK","IEEE Communications Magazine","6 Oct 2020","2020","58","9","86","92","Mobile network evolution beyond 5G requires a complete rethink of spectrum management. To fulfill unprecedented performance expectations, future 6G networks require fine-grained spectrum sharing in terms of volume, time, and usage area. In this article, we study a novel direction for blockchain integration into the mobile network infrastructure. In particular, we discuss the potential benefits and challenges of the proposed architecture in terms of spectrum and infrastructure sharing. The key implementation aspects of blockchain for 6G, such as a tokenization model for spectrum and infrastructure, the distributed ledger structure, and feasible consensus algorithms, are studied in detail. Finally, we implement three types of smart contracts for service provisioning with semi-persistent, dynamic, and intelligent spectrum trading and analyze the number of transactions for each type. The simulation results show that the average throughput in the case of intelligent spectrum trading is 7 percent higher than that of the semi-persistent trading and 4 percent lower than that of the dynamic trading. From the economic perspective of operators, intelligent trading provides 19 percent more profit than semi-persistent trading and 8 percent less profit than intelligent trading. Intelligent trading also has much lower overhead in the blockchain than dynamic trading, while being very close to the lowest overhead of semi-persistent trading.","1558-1896","","10.1109/MCOM.001.2000175","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9214395","","Blockchain;6G mobile communication;Smart contracts;Regulators;Cryptography;Economics;Real-time systems","6G mobile communication;contracts;cryptocurrencies;distributed databases;profitability;radio spectrum management;telecommunication computing;telecommunication network management;transaction processing","future 6G networks;fine-grained spectrum;mobile network infrastructure;infrastructure sharing;distributed ledger structure;feasible consensus algorithms;intelligent spectrum trading;intelligent trading;blockchain-empowered framework;decentralized network management;fine-grained spectrum sharing;tokenization model;smart contracts;service provisioning;dynamic spectrum trading;semipersistent spectrum trading","","7","","15","","6 Oct 2020","","","IEEE","IEEE Magazines"
"Deep Learning based User Slice Allocation in 5G Radio Access Networks","S. Matoussi; I. Fajjari; N. Aitsaadi; R. Langar","University Gustave Eiffel, LIGM-CNRS UMR 8049,Marne-la-Vallee,France,F-77420; Orange-Labs,Chatillon,France,F-92320; Universites Paris-Saclay,UVSQ, DAVID,Versailles,France,F-78035; University Gustave Eiffel, LIGM-CNRS UMR 8049,Marne-la-Vallee,France,F-77420","2020 IEEE 45th Conference on Local Computer Networks (LCN)","15 Jan 2021","2020","","","286","296","Network slicing is proposed as a new paradigm to serve the plethora of 5G services on a shared infrastructure. Within this context, a Radio Access Network (RAN) slice is considered as the proportion of physical spectrum resources to be served to third parties. Interestingly, 3GPP standardized options of RAN processing dis-aggregation into network functions while enabling their placement whether in distributed or centralized locations. The adoption of an end-to-end RAN slicing raises new challenges related to the allocation efficiency of joint radio, link and computational resources. To deal with the stringent latency requirements of 5G services, we propose, in this paper, a Deep Learning based approach for User-centric end-to-end RAN Slice Allocation scheme. It can decide in real-time, to jointly allocate the amount of radio resources and functional split for each end- user. Our proposal satisfies end-user's requirements in terms of throughput and latency, while minimizing the infrastructure deployment cost.","0742-1303","978-1-7281-7158-6","10.1109/LCN48667.2020.9314857","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9314857","5G RAN Slicing;3GPP Functional Split;Radio Resource Allocation;uRLLC;eMBB;Machine Learning","Resource management;3GPP;5G mobile communication;Computer architecture;Radio access networks;Microprocessors;Real-time systems","5G mobile communication;deep learning (artificial intelligence);radio access networks;resource allocation;telecommunication computing","3GPP standardized options;deep learning based user slice allocation;user-centric end-to-end RAN slice allocation scheme;network slicing;end-to-end RAN slicing;distributed centralized locations;network functions;physical spectrum resources;radio access network slice;shared infrastructure;5G radio access networks;radio resources","","1","","35","","15 Jan 2021","","","IEEE","IEEE Conferences"
"5G Network Slice Configuration Based on Smart Grid","W. Zheng; D. Chen; J. Duan; H. Xu; W. Qian; L. Gu; J. Yao","State Grid Jiaxing Electric Power Supply Company,Jiaxing,China; State Grid Jiaxing Electric Power Supply Company,Jiaxing,China; State Grid Jiaxing Electric Power Supply Company,Jiaxing,China; State Grid Tongxiang Electric Power Supply Company,Jiaxing,China; State Grid Tongxiang Electric Power Supply Company,Jiaxing,China; State Grid Tongxiang Electric Power Supply Company,Jiaxing,China; Global Energy Interconnection Research Institute Co., Ltd,Nanjing,China","2021 IEEE 4th Advanced Information Management, Communicates, Electronic and Automation Control Conference (IMCEC)","19 Jul 2021","2021","4","","560","564","The construction of a strong and smart grid is inseparable from the advancement of the power system, and the effective application of modern communication technologies allows the traditional grid to better transform into the energy Internet. With the advent of 5G, people pay close attention to the application of network slicing, not only as an emerging technology, but also as a new business model. In this article, we consider the delay requirements of certain services in the power grid. First, we analyze the security issues in network slicing and model the 5G core network slicing supply as a mixed integer linear programming problem. On this basis, a heuristic algorithm is proposed. According to the topological properties, resource utilization and delay of the slice nodes, the importance of them is sorted using the VIKOR method. In the slice link configuration stage, the shortest path algorithm is used to obtain the slice link physical path. Considering the delay of the slice link, a strategy for selecting the physical path is proposed. Simulations show that the scheme and algorithm proposed in this paper can achieve a high slice configuration success rate while ensuring the end-to-end delay requirements of the business, and meet the 5G core network slice security requirements.","2693-2776","978-1-7281-8535-4","10.1109/IMCEC51613.2021.9481999","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9481999","smart grid;5G technology;network slice security;slice configuration","5G mobile communication;Network slicing;Transforms;Delays;Smart grids;Mixed integer linear programming;Internet","","","","","","9","","19 Jul 2021","","","IEEE","IEEE Conferences"
"A Study on smart city security policy based on blockchain in 5G Age","J. Noh; H. Kwon","Graduate School of Information, Security Korea Univ., Seoul, South of Korea; Graduate School of Information, Security Korea Univ., Seoul, South of Korea","2019 International Conference on Platform Technology and Service (PlatCon)","21 Mar 2019","2019","","","1","4","The smart city is aiming for an intelligent connected society beyond the concept of U-City with simple ICT. In particular, the rapid development of information and communications, such as 5G, and blockchain, has led to a paradigm shift to a new digital urban environment. As smart energy and smart transportation are integrated or interlocked, the technical and institutional arrangement should be preceded from the time of user authentication to provide reliability, transparency, and efficiency. For this purpose, this study aims to investigate the technical and institutional plans for the implementation of safe urban life utilizing blockchain technology. In order to apply smart city services using block-chain technology, it is necessary to fully agree and practice among various stakeholders such as public, business, academia, and civic groups. It is expected to be implemented as a people-centered smart city by gradually applying the block chain-based pilot service, which is made and participated together.","","978-1-7281-1288-6","10.1109/PlatCon.2019.8669406","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8669406","smart city;blockchain;5G;user authentication","Smart cities;Blockchain;Authentication;5G mobile communication;Stakeholders","5G mobile communication;cryptography;security of data;town and country planning;ubiquitous computing","simple ICT;information;communications;paradigm shift;digital urban environment;smart energy;smart transportation;technical arrangement;institutional arrangement;user authentication;transparency;technical plans;institutional plans;smart city services;block-chain technology;people-centered smart city;block chain-based pilot service;smart city security policy;intelligent connected society;safe urban life;U-City","","2","","13","","21 Mar 2019","","","IEEE","IEEE Conferences"
"Network Slicing in IEEE 802.11ah","P. P. Libório; C. T. Lam; B. Ng; D. L. Guidoni; M. Curado; L. A. Villas","Centre for Informatics and Systems, University of Coimbra,Department of Informatics Engineering,Portugal; School of Applied Sciences, Macao Polytechnic Institute,Macao; School of Applied Sciences, Macao Polytechnic Institute,Macao; Federal University of São João Del-Rei,Departament of Computer Science,Brazil; Centre for Informatics and Systems, University of Coimbra,Department of Informatics Engineering,Portugal; Institute of Computing, University of Campinas,Brazil","2019 IEEE 18th International Symposium on Network Computing and Applications (NCA)","19 Dec 2019","2019","","","1","9","Recently, Network Slicing in Radio Access Technologies (RATs) has been proposed as an approach to divide the wireless network infrastructure into isolated logical slices which are defined following their requirements and features in a service-driven way. To the best of our knowledge, the application of Network Slicing has not been explored in IEEE 802.11ah Networks. In this work, we propose a Virtual Network Slicing Broker (VNSB), a Virtual Network Function (VNF) instantiated inside a Software Defined Network (SDN) controller which communicates with an IEEE 802.11ah network Access Point (AP) via a southbound Application Program Interface (API). Based on information obtained by the northbound API, the slicing broker gets the information contained in the slicing templates, which describes the services features and respective Quality of Service (QoS) restrictions. With these data, the slicing broker makes logical slices in the context of the Restricted Access Windows (RAW) which are periodically sent by the AP to the stations (STA) via the Raw Parameter Set (RPS). Since there is no hardware with the IEEE 802.11ah standard available on the market, we validate the proposed solution through extensive simulations in a typical smart city scenario. Results showed the broker capacity to build and manage logical slices per service, respecting the QoS restrictions of each offered service. Moreover, the proposed slicing broker makes use of available resources of neighbor slices reducing delay, packet loss, and efficiently maximizing throughput per slice.","2643-7929","978-1-7281-2522-0","10.1109/NCA.2019.8935064","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8935064","Network Slicing;IEEE 802.11ah;Restricted Access Window (RAW);Quality of Service (QoS);Software Defined Networks (SDN);Network Function Virtualization (NFV);Radio Access Technologies (RATs)","Network slicing;Quality of service;Software;Network function virtualization;Measurement;Hardware;Standards","application program interfaces;quality of service;radio access networks;software defined networking;software radio;telecommunication control;virtualisation;wireless LAN","wireless network infrastructure;IEEE 802.11ah Networks;virtual network function;software defined network controller;IEEE 802.11ah network Access Point;slicing templates;neighbor slices;virtual network slicing broker","","2","","13","","19 Dec 2019","","","IEEE","IEEE Conferences"
"Scalable and Cost Efficient Resource Allocation Algorithms Using Deep Reinforcement Learning","M. Laroui; M. A. Cherif; H. I. Khedher; H. Moungla; H. Afifi","UMR 5157, CNRS, Institut Polytechnique de Paris, Telecom SudParis Saclay,France; EEDIS Laboratory, Djillali Liabes University,Computer Science Departement,Sidi Bel Abbes,Algeria; UMR 5157, CNRS, Institut Polytechnique de Paris, Telecom SudParis Saclay,France; UMR 5157, CNRS, Institut Polytechnique de Paris, Telecom SudParis Saclay,France; UMR 5157, CNRS, Institut Polytechnique de Paris, Telecom SudParis Saclay,France","2020 International Wireless Communications and Mobile Computing (IWCMC)","27 Jul 2020","2020","","","946","951","The emergence of a new generation of applications led to the appearance of new challenges that represent improvements in current communication technologies. For this, a new network paradigm's including edge computing that allows the process of data at the edge of the network. And the 5G network slicing that represents a new generation of communication increases the capacity of mobile networks by supporting the slicing technology that allows virtual “cutting” of a telecommunications network in several slices that provide high performance in terms of bandwidth and latency. Slice allocation and placement is an important networking optimization task that still painstakingly tune heuristics to get a sufficient solution. These algorithms use data as input and outputs near-optimal solutions. Thus, we are motivated by replacing this tedious process with the recent deep reinforcement learning algorithms. In this paper, we propose three approaches for Virtual Network Functions (VNFs) slices placement in edge computing (Integer linear programming (ILP), reinforcement learning (RL), and deep reinforcement learning (DRL)). Then they are implemented and evaluated. Several scenarios are considered to study the behavior of the algorithms and to quantify the impact of network size. The results show the feasibility and efficiency of the proposed techniques in terms of server utilization, placement time, and energy consumption.","2376-6506","978-1-7281-3129-0","10.1109/IWCMC48107.2020.9148286","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9148286","VNF;Edge Computing;Network Slicing;Optimization;Deep Learning;Deep Reinforcement Learning","Servers;5G mobile communication;Edge computing;Machine learning;Computational modeling;Network slicing;Optimization","5G mobile communication;distributed processing;integer programming;learning (artificial intelligence);linear programming;neural nets;power aware computing;resource allocation;telecommunication computing;virtualisation","Virtual Network Functions slices placement;mobile networks;telecommunications network;cost efficiency resource allocation;scalable resource allocation;networking optimization task;deep reinforcement learning;5G network slicing;VNF slices placement;edge computing;integer linear programming;ILP;DRL;server utilization;placement time;energy consumption","","1","","16","","27 Jul 2020","","","IEEE","IEEE Conferences"
"Dynamic slicing approach for multi-tenant 5G transport networks [invited]","M. R. Raza; M. Fiorani; A. Rostami; P. Öhlen; L. Wosinska; P. Monti","KTH Royal Institute of Technology, Department of Communication Systems, Electrum 229, SE-164 40 Kista, Sweden; Ericsson AB, Färögatan 6, SE-164 80 Kista, Sweden; Ericsson AB, Färögatan 6, SE-164 80 Kista, Sweden; Ericsson AB, Färögatan 6, SE-164 80 Kista, Sweden; KTH Royal Institute of Technology, Department of Communication Systems, Electrum 229, SE-164 40 Kista, Sweden; KTH Royal Institute of Technology, Department of Communication Systems, Electrum 229, SE-164 40 Kista, Sweden","IEEE/OSA Journal of Optical Communications and Networking","30 Jan 2018","2018","10","1","A77","A90","Software defined networking allows network providers to share their physical network (PN) among multiple tenants by means of network slicing, where several virtual networks (VNs) are provisioned on top of the physical one. In this scenario, PN resource utilization can be improved by introducing advanced orchestration functionalities that can intelligently assign and redistribute resources among the slices of different tenants according to the temporal variation of the VN resource requirements. This is a concept known as dynamic slicing. This paper presents a solution for the dynamic slicing problem in terms of both mixed integer linear programming formulations and heuristic algorithms. The benefits of dynamic slicing are compared against static slicing, i.e., an approach without intelligent adaptation of the amount of resources allocated to each VN. Simulation results show that dynamic slicing can reduce the VN rejection probability by more than 1 order of magnitude compared to static slicing. This can help network providers accept more VNs into their infrastructure and potentially increase their revenues. The benefits of dynamic slicing come at a cost in terms of service degradation (i.e., when not all the resources required by a VN can be provided), but the paper shows that the service degradation level introduced by the proposed solutions is very small.","1943-0639","","10.1364/JOCN.10.000A77","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8273270","5G transport;Dynamic slicing;IP over WDM;Multi-tenant networks;Network virtualization;Software defined networking","Heuristic algorithms;Optical fiber networks;Dynamic scheduling;Network slicing;Optical fibers","5G mobile communication;integer programming;linear programming;optical fibre networks;resource allocation;software defined networking","dynamic slicing approach;multitenant 5G transport networks;physical network resource utilization;orchestration functionality;software defined networking;network slicing;virtual networks;mixed integer linear programming formulations;heuristic algorithms","","28","","","","30 Jan 2018","","","IEEE","IEEE Journals"
"Internet of Things (IoT) for Next-Generation Smart Systems: A Review of Current Challenges, Future Trends and Prospects for Emerging 5G-IoT Scenarios","K. Shafique; B. A. Khawaja; F. Sabir; S. Qazi; M. Mustaqim","Department of Electrical Engineering, DHA Suffa University, Karachi, Pakistan; Department of Electrical Engineering, Faculty of Engineering, Islamic University of Madinah, Madinah, Saudi Arabia; College of Engineering, PAF Karachi Institute of Economics and Technology, Karachi, Pakistan; College of Engineering, PAF Karachi Institute of Economics and Technology, Karachi, Pakistan; Department of Electronic and Power Engineering (EPE), PN-Engineering College (PNEC), National University of Sciences and Technology (NUST), Karachi, Pakistan","IEEE Access","5 Feb 2020","2020","8","","23022","23040","The Internet of Things (IoT)-centric concepts like augmented reality, high-resolution video streaming, self-driven cars, smart environment, e-health care, etc. have a ubiquitous presence now. These applications require higher data-rates, large bandwidth, increased capacity, low latency and high throughput. In light of these emerging concepts, IoT has revolutionized the world by providing seamless connectivity between heterogeneous networks (HetNets). The eventual aim of IoT is to introduce the plug and play technology providing the end-user, ease of operation, remotely access control and configurability. This paper presents the IoT technology from a bird's eye view covering its statistical/architectural trends, use cases, challenges and future prospects. The paper also presents a detailed and extensive overview of the emerging 5G-IoT scenario. Fifth Generation (5G) cellular networks provide key enabling technologies for ubiquitous deployment of the IoT technology. These include carrier aggregation, multiple-input multiple-output (MIMO), massive-MIMO (M-MIMO), coordinated multipoint processing (CoMP), device-to-device (D2D) communications, centralized radio access network (CRAN), software-defined wireless sensor networking (SD-WSN), network function virtualization (NFV) and cognitive radios (CRs). This paper presents an exhaustive review for these key enabling technologies and also discusses the new emerging use cases of 5G-IoT driven by the advances in artificial intelligence, machine and deep learning, ongoing 5G initiatives, quality of service (QoS) requirements in 5G and its standardization issues. Finally, the paper discusses challenges in the implementation of 5G-IoT due to high data-rates requiring both cloud-based platforms and IoT devices based edge computing.","2169-3536","","10.1109/ACCESS.2020.2970118","Deanship of Scientific Research, Islamic University of Madinah, Saudi Arabia(grant numbers:29/40); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8972389","Internet of Things (IoT);5G;carrier aggregation;CoMP;CRAN;CRs;HetNets;MIMO;M-MIMO;NFV;SD-WSN;QoS","5G mobile communication;Market research;Protocols;Internet of Things;Quality of service;Security;Next generation networking","5G mobile communication;cognitive radio;Internet of Things;MIMO communication;next generation networks;quality of service;radio access networks;virtualisation;wireless sensor networks","quality of service;cognitive radios;software-defined wireless sensor networking;CRAN;centralized radio access network;device-to-device communications;coordinated multipoint processing;massive-MIMO;carrier aggregation;ubiquitous deployment;5G cellular networks;plug and play technology;HetNets;seamless connectivity;next-generation smart systems;Internet of Things;network function virtualization;IoT technology;remotely access control;heterogeneous networks;5G-IoT scenarios","","35","","117","CCBY","28 Jan 2020","","","IEEE","IEEE Journals"
"Towards Energy Efficient 5G Networks Using Machine Learning: Taxonomy, Research Challenges, and Future Research Directions","A. Mughees; M. Tahir; M. A. Sheikh; A. Ahad","Department of Computing and Information Systems, School of Science and Technology, Sunway University, Subang Jaya, Malaysia; Department of Computing and Information Systems, School of Science and Technology, Sunway University, Subang Jaya, Malaysia; Department of Computing and Information Systems, School of Science and Technology, Sunway University, Subang Jaya, Malaysia; Department of Computing and Information Systems, School of Science and Technology, Sunway University, Subang Jaya, Malaysia","IEEE Access","21 Oct 2020","2020","8","","187498","187522","As the world pushes toward the use of greener technology and minimizes energy waste, energy efficiency in the wireless network has become more critical than ever. The next-generation networks, such as 5G, are being designed to improve energy efficiency and thus constitute a critical aspect of research and network design. The 5G network is expected to deliver a wide range of services that includes enhanced mobile broadband, massive machine-type communication and ultra-reliability, and low latency. To realize such a diverse set of requirement, 5G network has evolved as a multi-layer network that uses various technological advances to offer an extensive range of wireless services. Several technologies, such as software-defined networking, network function virtualization, edge computing, cloud computing, and small cells, are being integrated into the 5G networks to fulfill the need for diverse requirements. Such a complex network design is going to result in increased power consumption; therefore, energy efficiency becomes of utmost importance. To assist in the task of achieving energy efficiency in the network machine learning technique could play a significant role and hence gained significant interest from the research community. In this paper, we review the state-of-art application of machine learning techniques in the 5G network to enable energy efficiency at the access, edge, and core network. Based on the review, we present a taxonomy of machine learning applications in 5G networks for improving energy efficiency. We discuss several issues that can be solved using machine learning regarding energy efficiency in 5G networks. Finally, we discuss various challenges that need to be addressed to realize the full potential of machine learning to improve energy efficiency in the 5G networks. The survey presents a broad range of ideas related to machine learning in 5G that addresses the issue of energy efficiency in virtualization, resource optimization, power allocation, and incorporating enabling technologies of 5G can enhance energy efficiency.","2169-3536","","10.1109/ACCESS.2020.3029903","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9218920","5G;energy efficiency;millimeter wave;machine learning;massive MIMO;SDN;NFV;CRAN;HetNet","5G mobile communication;Machine learning;Energy consumption;Massive MIMO;Virtualization;Hardware;Resource management","5G mobile communication;energy conservation;learning (artificial intelligence);resource allocation;telecommunication computing;telecommunication power management;virtualisation","wireless network;next-generation networks;multilayer network;software-defined networking;network function virtualization;complex network design;network machine learning technique;energy efficient 5G networks;greener technology;energy waste;enhanced mobile broadband;massive machine-type communication;ultra-reliability;low latency;wireless services;edge computing;cloud computing;power consumption;access network;edge network;core network;resource optimization;power allocation","","2","","138","CCBY","9 Oct 2020","","","IEEE","IEEE Journals"
"5G Business Models: Evolving Mobile Network Operator Roles in New Ecosystems","P. Camps-Aragó; S. Delaere; P. Ballon","Vrije Universiteit Brussel (VUB),Imec-SMIT (Studies in Media Innovation & Technology),Brussels,Belgium; Vrije Universiteit Brussel (VUB),Imec-SMIT (Studies in Media Innovation & Technology),Brussels,Belgium; Vrije Universiteit Brussel (VUB),Imec-SMIT (Studies in Media Innovation & Technology),Brussels,Belgium","2019 CTTE-FITCE: Smart Cities & Information and Communication Technology (CTTE-FITCE)","11 Nov 2019","2019","","","1","6","This paper attempts to shed light on future 5G business models. First, it analyses how telecommunications business models may change with the adoption of 5G and network slicing technologies, emphasizing their impact on control and value aspects. Second, it reviews and extends current literature to describe and discuss six business model configurations for a future 5G context, focusing on the role of mobile network operators. For example, we propose a specific arrangement for socially valuable ecosystems such as smart cities. Overall, these models apply to diverse settings and will differ in terms of market concentration, the value propositions of connectivity service providers, and the implications for innovation and competition.","","978-1-7281-2121-5","10.1109/CTTE-FITCE.2019.8894822","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8894822","5G;Business models;5G ecosystems;Smart cities","","5G mobile communication;ecology;smart cities","evolving mobile network operator roles;ecosystems;telecommunications business models;network slicing technologies;business model configurations;mobile network operators;socially valuable ecosystems;5G business models;value propositions;connectivity service providers","","","","31","","11 Nov 2019","","","IEEE","IEEE Conferences"
